

==================== SHEET: 1.Nong nghiep ====================
1. Sản xuất nông nghiệp đến ngày 20 tháng 10 năm 2025,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
,,,,Nghìn ha
,,Thực hiện cùng,Thực hiện,Thực hiện kỳ này
,,kỳ năm trước,kỳ này,so với cùng kỳ
,,,,năm trước (%)
,,,,
Gieo cấy lúa mùa,,1531.2,1521.3,99.35344827586206
,Miền Bắc,998,980.8,98.27655310621242
,Miền Nam,533.2,540.5,101.36909227306825
Thu hoạch lúa hè thu,,1908.7,1872.8,98.11913868077748
,Miền Bắc,173.9,147.1,84.58884416331223
,Miền Nam,1734.8,1725.7,99.47544385519946
Gieo cấy lúa thu đông ĐBSCL,,716.3,699.2,97.61273209549073
Gieo trồng một số cây vụ đông,,,,
,Ngô,63.9,46.2,72.30046948356808
,Khoai lang,10.1,6.8,67.32673267326733
,Đậu tương,1.3,1,76.92307692307692
,Lạc,5.7,4.4,77.19298245614036
,Rau các loại,95.9,71.4,74.45255474452554
,Đậu các loại,2.1,2.2,104.76190476190477


==================== SHEET: 2.IIPthang ====================
2. Chỉ số sản xuất công nghiệp phân theo ngành công nghiệp,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
,,,,%
,Tháng 9,Tháng 10,Tháng 10,10 tháng
,năm 2025,năm 2025,năm 2025,năm 2025
,so với,so với,so với,so với
,cùng kỳ,tháng ,cùng kỳ,cùng kỳ 
,năm trước,trước,năm trước,năm trước
Toàn ngành công nghiệp,112.74,102.41,110.8,109.23
Khai khoáng,116.83,108.16,103.11,99.92
Khai thác than cứng và than non,141.6,124.51,94.89,103.43
Khai thác dầu thô và khí đốt tự nhiên,112.72,101.54,103.44,95.85
Khai thác quặng kim loại,106.51,83.4,91.88,98.06
Khai khoáng khác,117.39,101.7,113.11,110.92
Hoạt động dịch vụ hỗ trợ khai thác mỏ và quặng,91.11,134.98,119.96,101.57
"Công nghiệp chế biến, chế tạo",112.48,102.08,111.35,110.48
"Sản xuất, chế biến thực phẩm",111.64,103.11,110.86,110.42
Sản xuất đồ uống,108.2,105.78,110.98,104.1
Sản xuất sản phẩm thuốc lá,104.73,100.67,98.34,105.11
Dệt,108.6,101.29,107.73,107.95
Sản xuất trang phục,111.54,102.23,114.71,113.3
