symbol,company_name,industry_raw,industry
CSM,CTCP Công nghiệp Cao su Miền Nam,21. Nhóm cổ phiếu ngành cao su,cao su
DPR,Công ty CP Cao su Đồng Phú,21. Nhóm cổ phiếu ngành cao su,cao su
DRC,Công ty CP cao su Đà Nẵng,21. Nhóm cổ phiếu ngành cao su,cao su
DRG,Công ty CP cao su Đắk Lắk,21. Nhóm cổ phiếu ngành cao su,cao su
DRI,Công ty CP Đầu tư cao su Đăk Lăk,21. Nhóm cổ phiếu ngành cao su,cao su
HRG,Công ty CP Cao su Hà Nội,21. Nhóm cổ phiếu ngành cao su,cao su
IRC,Công ty CP Cao su Công nghiệp,21. Nhóm cổ phiếu ngành cao su,cao su
RCD,Công ty CP xây dựng Địa ốc cao su,21. Nhóm cổ phiếu ngành cao su,cao su
RTB,Công ty CP cao su Tân Biên,21. Nhóm cổ phiếu ngành cao su,cao su
SBR,Công ty CP Cao su Sông Bé,21. Nhóm cổ phiếu ngành cao su,cao su
SRC,CTCP Cao su Sao Vàng,21. Nhóm cổ phiếu ngành cao su,cao su
TNC,Công ty CP cao su Thống Nhất,21. Nhóm cổ phiếu ngành cao su,cao su
TRC,Công ty CP Cao su Tây Ninh,21. Nhóm cổ phiếu ngành cao su,cao su
VHG,Công ty CP cao su Quảng Nam,21. Nhóm cổ phiếu ngành cao su,cao su
VRG,Công ty CP Phát triển đô thị và khu công nghiệp cao su Việt Nam,21. Nhóm cổ phiếu ngành cao su,cao su
